Order_ID,Order_Date,Customer_ID,Customer_Segment,Gender,Age,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Payment_Method,Sales,Profit
1052,2022-02-21,459,Home Office,Male,62,North,Furniture,Product A,1,4126,0.26,Card,3053.24,675.6472323266426
1053,2022-02-22,390,Corporate,Male,21,West,Furniture,Product C,2,1577,0.24,Net Banking,2397.04,452.7516339724903
1054,2022-02-23,417,Home Office,Male,24,West,Furniture,Product C,2,3346,0.2,UPI,5353.6,1090.0856215089982
1055,2022-02-24,243,Home Office,Male,26,South,Clothing,Product A,4,2025,0.1,Net Banking,7290.0,1583.365326778286
1056,2022-02-25,361,Corporate,Female,53,South,Furniture,Product C,5,993,0.02,UPI,4865.7,362.6994414062165
1057,2022-02-26,401,Consumer,Female,36,East,Clothing,Product B,1,1801,0.17,Net Banking,1494.83,320.62641286295684
1058,2022-02-27,469,Consumer,Female,18,East,Electronics,Product B,1,4614,0.22,UPI,3598.92,543.1795523479861
1059,2022-02-28,470,Home Office,Female,27,West,Clothing,Product A,1,1310,0.03,Card,1270.7,288.58202838073754
1060,2022-03-01,414,Consumer,Female,53,North,Electronics,Product B,2,4253,0.19,Net Banking,6889.860000000001,1566.1845118363237
1061,2022-03-02,451,Home Office,Female,26,East,Clothing,Product B,4,4993,0.09,Cash,18174.52,996.6108679542083
1062,2022-03-03,389,Home Office,Male,62,West,Furniture,Product A,3,4137,0.23,UPI,9556.47,1209.5914891623952
1063,2022-03-04,495,Corporate,Male,63,East,Clothing,Product C,2,4163,0.16,Card,6993.84,1086.0017908948769
1064,2022-03-05,412,Corporate,Female,59,North,Furniture,Product A,3,982,0.04,Cash,2828.16,525.1101743040824
1065,2022-03-06,407,Corporate,Female,49,West,Electronics,Product B,4,1316,0.16,Card,4421.76,474.17737962760725
1066,2022-03-07,436,Home Office,Male,49,North,Clothing,Product A,5,1950,0.12,UPI,8580.0,861.6761193005433
1067,2022-03-08,252,Corporate,Male,23,West,Furniture,Product A,1,2776,0.05,Net Banking,2637.2,332.954790876327
1068,2022-03-09,479,Consumer,Male,55,East,Electronics,Product B,3,4227,0.25,Card,9510.75,1428.3980325120617
1069,2022-03-10,416,Consumer,Female,34,South,Electronics,Product B,2,3536,0.0,Net Banking,7072.0,1698.9012296998167
1070,2022-03-11,451,Home Office,Female,27,East,Clothing,Product A,3,4587,0.09,Net Banking,12522.51,2534.8276790606656
1071,2022-03-12,387,Home Office,Female,44,East,Electronics,Product B,5,1687,0.0,Card,8435.0,1146.0148086239087
1072,2022-03-13,240,Corporate,Male,52,South,Furniture,Product B,1,4075,0.03,Card,3952.75,240.6166823658873
1073,2022-03-14,356,Home Office,Male,38,South,Electronics,Product B,3,3831,0.09,Card,10458.630000000001,875.4304041224973
1074,2022-03-15,214,Home Office,Female,42,West,Electronics,Product B,5,4392,0.02,Net Banking,21520.8,3038.411670178662
1075,2022-03-16,264,Consumer,Female,45,West,Furniture,Product B,2,4158,0.18,Cash,6819.120000000001,1450.8712943762155
1076,2022-03-17,208,Consumer,Male,64,North,Electronics,Product B,4,3597,0.03,UPI,13956.359999999999,1760.442789261171
1077,2022-03-18,328,Corporate,Male,32,North,Electronics,Product C,2,273,0.21,Cash,431.34000000000003,68.02202906647481
1078,2022-03-19,335,Home Office,Male,21,East,Electronics,Product A,1,1559,0.02,Net Banking,1527.82,348.8944682117081
1079,2022-03-20,262,Home Office,Male,46,South,Electronics,Product B,2,1291,0.02,Card,2530.36,588.9647006005531
1080,2022-03-21,338,Consumer,Female,26,North,Furniture,Product A,2,2141,0.09,Card,3896.6200000000003,362.9896333277025
1081,2022-03-22,280,Home Office,Male,44,East,Electronics,Product C,2,3348,0.27,UPI,4888.08,287.023093063189
1082,2022-03-23,362,Consumer,Male,43,South,Furniture,Product B,2,4503,0.19,UPI,7294.860000000001,810.3284131925732
1083,2022-03-24,488,Corporate,Male,36,West,Electronics,Product A,1,1444,0.23,Cash,1111.88,210.32373556169773
1084,2022-03-25,460,Consumer,Female,45,East,Electronics,Product B,5,1485,0.04,Cash,7128.0,1712.3055537117655
1085,2022-03-26,430,Home Office,Female,34,West,Electronics,Product B,3,4705,0.25,UPI,10586.25,692.4085019663653
1086,2022-03-27,240,Corporate,Male,60,North,Electronics,Product B,4,3236,0.0,Net Banking,12944.0,720.9388887499541
1087,2022-03-28,227,Consumer,Male,58,North,Furniture,Product B,3,970,0.06,Cash,2735.3999999999996,620.4692572802287
1088,2022-03-29,334,Consumer,Male,59,South,Furniture,Product B,3,2043,0.18,Card,5025.780000000001,1003.291706110637
1089,2022-03-30,400,Corporate,Female,37,East,Furniture,Product B,4,273,0.11,Card,971.88,241.46330982194414
1090,2022-03-31,467,Corporate,Female,62,West,Clothing,Product B,1,1860,0.3,Net Banking,1302.0,168.4248663336561
1091,2022-04-01,232,Consumer,Female,57,South,Electronics,Product C,4,4549,0.01,UPI,18014.04,2399.653529433994
1092,2022-04-02,247,Home Office,Male,56,North,Electronics,Product C,1,1019,0.3,Cash,713.3,60.247006708854165
1093,2022-04-03,261,Consumer,Female,40,North,Furniture,Product B,3,4018,0.19,Card,9763.74,714.4072955401475
1094,2022-04-04,415,Corporate,Male,64,East,Clothing,Product B,1,531,0.17,UPI,440.72999999999996,73.04817776148712
1095,2022-04-05,492,Consumer,Male,49,West,Electronics,Product C,5,1621,0.02,Cash,7942.9,975.8408673569451
1096,2022-04-06,298,Corporate,Male,64,East,Furniture,Product C,4,3855,0.08,Net Banking,14186.400000000001,937.2002514260851
1097,2022-04-07,371,Corporate,Female,50,West,Electronics,Product C,5,1891,0.28,Card,6807.599999999999,1548.0306348973907
1098,2022-04-08,413,Home Office,Male,63,West,Electronics,Product B,3,4750,0.11,Net Banking,12682.5,1137.2561817144333
1099,2022-04-09,234,Corporate,Female,22,East,Furniture,Product A,4,4608,0.2,Net Banking,14745.6,2944.9450694350594
1100,2022-04-10,426,Corporate,Female,60,South,Furniture,Product A,3,427,0.3,Net Banking,896.6999999999999,95.44987642782205
1101,2022-04-11,300,Home Office,Male,51,East,Electronics,Product A,5,3081,0.08,Cash,14172.6,3012.825000865424
1102,2022-04-12,330,Corporate,Male,57,East,Electronics,Product A,3,3065,0.17,Net Banking,7631.849999999999,562.3098868499284
1103,2022-04-13,456,Home Office,Female,28,North,Furniture,Product B,4,2775,0.21,Cash,8769.0,1764.4483900069254
1104,2022-04-14,204,Home Office,Male,20,North,Electronics,Product A,4,4722,0.05,Cash,17943.6,1249.301165144247
1105,2022-04-15,417,Corporate,Female,50,East,Electronics,Product C,3,664,0.04,Net Banking,1912.32,266.54519988691794
1106,2022-04-16,454,Corporate,Male,28,East,Furniture,Product C,4,477,0.14,Net Banking,1640.8799999999999,322.92661176237584
1107,2022-04-17,482,Consumer,Female,33,North,Electronics,Product A,4,4314,0.12,UPI,15185.28,1285.3379238939635
1108,2022-04-18,406,Home Office,Female,35,West,Electronics,Product C,3,265,0.21,Card,628.0500000000001,67.28487924903688
1109,2022-04-19,214,Consumer,Female,47,East,Clothing,Product B,5,4462,0.02,UPI,21863.8,4874.608512341078
1110,2022-04-20,241,Corporate,Female,27,South,Furniture,Product A,4,602,0.29,Card,1709.6799999999998,388.1381601138768
1111,2022-04-21,378,Consumer,Male,35,South,Clothing,Product A,4,4183,0.0,Card,16732.0,986.9719980878031
1112,2022-04-22,262,Home Office,Male,55,South,Clothing,Product B,4,4704,0.18,UPI,15429.12,1290.1539624562595
1113,2022-04-23,430,Consumer,Female,36,East,Clothing,Product C,4,3678,0.17,UPI,12210.96,897.4370327588541
1114,2022-04-24,440,Home Office,Female,53,West,Electronics,Product B,3,3644,0.04,Card,10494.72,901.9017428597846
1115,2022-04-25,251,Corporate,Male,30,West,Electronics,Product B,5,4892,0.05,Card,23237.0,5670.700429940971
1116,2022-04-26,295,Corporate,Male,63,North,Clothing,Product C,5,4619,0.24,Card,17552.2,2814.1626515639705
1117,2022-04-27,421,Home Office,Male,20,East,Clothing,Product B,1,3239,0.27,Cash,2364.47,339.59104077179217
1118,2022-04-28,430,Corporate,Male,27,West,Clothing,Product C,4,1637,0.08,Card,6024.16,1487.3257940579228
1119,2022-04-29,436,Corporate,Male,55,East,Electronics,Product C,4,628,0.13,Net Banking,2185.44,352.7108408885691
1120,2022-04-30,342,Corporate,Male,18,North,Clothing,Product B,1,2882,0.11,Net Banking,2564.98,467.3998522565448
1121,2022-05-01,370,Corporate,Female,44,North,Clothing,Product C,5,2977,0.02,Net Banking,14587.3,1700.2097572766413
1122,2022-05-02,228,Home Office,Male,63,North,Furniture,Product B,2,3578,0.2,UPI,5724.8,723.7462352688185
1123,2022-05-03,235,Consumer,Male,25,South,Furniture,Product C,2,592,0.25,UPI,888.0,149.96710656449136
1124,2022-05-04,212,Consumer,Female,63,East,Electronics,Product A,5,4741,0.09,UPI,21571.55,1379.6550057710451
1125,2022-05-05,359,Corporate,Male,59,North,Furniture,Product C,4,541,0.3,Card,1514.8,153.2622791561251
1126,2022-05-06,386,Consumer,Male,34,East,Furniture,Product C,2,332,0.02,Net Banking,650.72,58.14986832176222
1127,2022-05-07,442,Consumer,Male,26,South,Furniture,Product B,3,464,0.2,Card,1113.6000000000001,59.21977652014161
1128,2022-05-08,285,Corporate,Male,23,South,Electronics,Product C,3,4388,0.13,Cash,11452.68,1802.4256885727655
1129,2022-05-09,483,Corporate,Male,60,North,Furniture,Product A,1,1885,0.13,Cash,1639.95,266.0172208354371
1130,2022-05-10,265,Consumer,Female,42,North,Electronics,Product A,5,1634,0.14,UPI,7026.2,890.8367537808778
1131,2022-05-11,369,Home Office,Male,56,West,Clothing,Product C,5,1860,0.08,Cash,8556.0,887.6464457481501
1132,2022-05-12,244,Corporate,Female,45,East,Furniture,Product C,2,4017,0.21,Net Banking,6346.860000000001,1145.0495489110492
1133,2022-05-13,261,Home Office,Female,50,North,Electronics,Product A,4,2554,0.22,Cash,7968.4800000000005,613.0297668617634
1134,2022-05-14,333,Consumer,Male,54,West,Furniture,Product B,5,465,0.08,UPI,2139.0,328.8135105335959
1135,2022-05-15,483,Corporate,Female,26,East,Clothing,Product A,2,4941,0.25,Card,7411.5,1509.091069167082
1136,2022-05-16,227,Home Office,Male,35,North,Electronics,Product A,2,1336,0.1,Cash,2404.8,199.2607583617811
1137,2022-05-17,307,Corporate,Female,38,West,Electronics,Product C,5,4749,0.22,Net Banking,18521.100000000002,3716.2940480574043
1138,2022-05-18,243,Consumer,Female,19,West,Electronics,Product C,2,1590,0.04,Net Banking,3052.7999999999997,617.1506955086986
1139,2022-05-19,485,Home Office,Male,60,East,Clothing,Product A,1,1312,0.05,Net Banking,1246.3999999999999,77.2585148708878
1140,2022-05-20,327,Consumer,Male,55,West,Clothing,Product B,1,2434,0.09,Card,2214.94,119.06823104470851
1141,2022-05-21,430,Consumer,Male,57,East,Clothing,Product A,5,3066,0.18,Net Banking,12570.6,3077.1204829030407
1142,2022-05-22,389,Corporate,Male,53,East,Electronics,Product A,4,3268,0.19,UPI,10588.320000000002,938.9354962449197
1143,2022-05-23,424,Home Office,Male,60,East,Clothing,Product B,1,2379,0.12,UPI,2093.52,448.9089754070496
1144,2022-05-24,482,Consumer,Female,54,South,Furniture,Product A,1,834,0.02,Net Banking,817.3199999999999,132.70835514939668
1145,2022-05-25,320,Consumer,Female,32,West,Clothing,Product A,5,3831,0.11,Cash,17047.95,1754.1391236165691
1146,2022-05-26,315,Home Office,Female,45,East,Electronics,Product C,3,1599,0.21,Net Banking,3789.63,287.98947314475015
1147,2022-05-27,432,Consumer,Female,35,North,Furniture,Product B,2,4986,0.2,UPI,7977.6,1191.3385235387357
1148,2022-05-28,458,Consumer,Female,51,South,Clothing,Product C,1,2939,0.05,UPI,2792.0499999999997,367.0735003620011
1149,2022-05-29,397,Home Office,Female,39,South,Furniture,Product C,3,3370,0.0,UPI,10110.0,1918.6476641067115
1150,2022-05-30,336,Home Office,Female,28,West,Furniture,Product B,4,2065,0.23,Cash,6360.2,1468.1485617666906
1151,2022-05-31,364,Home Office,Male,30,East,Electronics,Product B,3,2155,0.03,Cash,6271.05,1323.5027031504142
1152,2022-06-01,424,Home Office,Male,21,West,Furniture,Product A,5,4877,0.02,Cash,23897.3,2506.5975958718905
1153,2022-06-02,433,Corporate,Female,39,South,Furniture,Product C,4,2418,0.0,UPI,9672.0,2183.8084177741403
1154,2022-06-03,371,Home Office,Female,24,East,Electronics,Product B,4,1589,0.13,Card,5529.72,1198.1701234861025
1155,2022-06-04,351,Corporate,Male,60,North,Electronics,Product C,3,3330,0.15,Net Banking,8491.5,2002.5270657296792
1156,2022-06-05,359,Corporate,Male,41,East,Electronics,Product C,5,4476,0.19,Net Banking,18127.800000000003,2569.292326322487
1157,2022-06-06,295,Corporate,Male,21,South,Furniture,Product B,1,4314,0.09,UPI,3925.7400000000002,799.7322594668946
1158,2022-06-07,432,Consumer,Male,45,North,Furniture,Product A,3,1449,0.21,Cash,3434.13,578.0726425113605
1159,2022-06-08,379,Corporate,Female,32,East,Furniture,Product C,1,3366,0.05,Card,3197.7,358.4639303654966
1160,2022-06-09,312,Corporate,Male,18,North,Electronics,Product B,3,1445,0.25,Card,3251.25,809.191259403432
1161,2022-06-10,251,Consumer,Female,20,North,Clothing,Product A,1,253,0.17,Cash,209.98999999999998,12.108336992332097
1162,2022-06-11,467,Consumer,Female,31,South,Furniture,Product C,3,3110,0.18,Net Banking,7650.6,630.8265087240914
1163,2022-06-12,494,Consumer,Female,55,North,Clothing,Product B,4,2596,0.06,Net Banking,9760.96,2230.462059795865
1164,2022-06-13,312,Home Office,Male,18,West,Electronics,Product C,2,642,0.02,Card,1258.32,78.15748742459701
1165,2022-06-14,300,Consumer,Male,55,South,Furniture,Product B,4,4875,0.14,Card,16770.0,3812.8965182701722
1166,2022-06-15,312,Consumer,Female,55,West,Clothing,Product B,1,3811,0.18,Cash,3125.0200000000004,603.2672834222799
1167,2022-06-16,280,Corporate,Female,38,North,Furniture,Product C,5,4577,0.03,Net Banking,22198.45,1272.7881119100957
1168,2022-06-17,386,Consumer,Female,46,West,Furniture,Product C,4,2607,0.29,Card,7403.879999999999,1005.920815777436
1169,2022-06-18,312,Home Office,Male,22,East,Furniture,Product B,2,1022,0.29,Net Banking,1451.24,291.5458366764493
1170,2022-06-19,201,Consumer,Female,27,North,Clothing,Product A,1,3902,0.16,Card,3277.68,546.1272281857359
1171,2022-06-20,329,Home Office,Male,45,East,Electronics,Product C,4,3139,0.29,Cash,8914.76,2114.3515917506143
1172,2022-06-21,419,Consumer,Female,38,West,Furniture,Product B,3,4936,0.05,Net Banking,14067.599999999999,3144.51383947857
1173,2022-06-22,253,Consumer,Female,24,East,Electronics,Product B,5,1231,0.01,Card,6093.45,710.0668467053704
1174,2022-06-23,423,Consumer,Female,20,North,Electronics,Product A,1,2216,0.01,Card,2193.84,146.82370532395902
1175,2022-06-24,424,Consumer,Male,62,East,Clothing,Product A,4,762,0.18,Card,2499.36,596.9756549217511
1176,2022-06-25,325,Home Office,Male,64,West,Clothing,Product A,1,2738,0.02,Card,2683.24,411.7629093491222
1177,2022-06-26,329,Home Office,Female,37,West,Electronics,Product C,3,540,0.29,Cash,1150.2,74.62442951052304
1178,2022-06-27,252,Corporate,Male,36,West,Furniture,Product B,2,4767,0.04,Net Banking,9152.64,1952.3965243713353
1179,2022-06-28,371,Home Office,Female,52,North,Clothing,Product B,4,3975,0.09,Net Banking,14469.0,3236.734024869385
1180,2022-06-29,417,Consumer,Male,21,West,Furniture,Product B,1,2496,0.25,UPI,1872.0,333.00058528210815
1181,2022-06-30,359,Corporate,Male,22,North,Furniture,Product A,1,434,0.07,Net Banking,403.61999999999995,56.3057137460641
1182,2022-07-01,397,Corporate,Male,18,East,Furniture,Product B,1,1316,0.07,UPI,1223.8799999999999,223.2780612645148
1183,2022-07-02,446,Corporate,Female,21,West,Electronics,Product C,2,2108,0.19,Card,3414.96,653.4073106970338
1184,2022-07-03,402,Consumer,Male,29,East,Furniture,Product A,1,1617,0.08,Cash,1487.64,340.0834173694019
1185,2022-07-04,383,Home Office,Male,44,South,Electronics,Product A,5,1491,0.07,Cash,6933.15,1672.0839818580232
1186,2022-07-05,322,Consumer,Female,59,East,Electronics,Product A,5,3688,0.08,Card,16964.8,2593.3103507650667
1187,2022-07-06,454,Corporate,Female,40,South,Furniture,Product A,1,4927,0.15,UPI,4187.95,878.2085363365134
1188,2022-07-07,493,Consumer,Female,42,East,Furniture,Product C,5,3854,0.29,Card,13681.699999999999,3323.3110784422047
1189,2022-07-08,479,Consumer,Female,38,North,Furniture,Product B,4,728,0.25,Cash,2184.0,175.26309010259476
1190,2022-07-09,297,Home Office,Male,41,East,Furniture,Product C,5,3524,0.09,Cash,16034.2,860.2924941451756
1191,2022-07-10,397,Home Office,Male,42,North,Electronics,Product B,1,2180,0.11,Net Banking,1940.2,434.20270241605203
1192,2022-07-11,439,Corporate,Male,62,North,Furniture,Product C,3,3139,0.14,UPI,8098.62,721.2199044204243
1193,2022-07-12,343,Consumer,Male,63,West,Furniture,Product A,4,1529,0.29,Net Banking,4342.36,254.00961941425342
1194,2022-07-13,296,Consumer,Male,49,North,Electronics,Product A,2,1433,0.05,Cash,2722.7,223.31375079998483
1195,2022-07-14,400,Home Office,Female,49,South,Clothing,Product C,1,1953,0.11,Cash,1738.17,220.43990305531653
1196,2022-07-15,323,Consumer,Male,22,West,Clothing,Product C,2,3000,0.22,Net Banking,4680.0,439.23269669065496
1197,2022-07-16,386,Consumer,Male,53,West,Electronics,Product B,3,3133,0.29,Net Banking,6673.29,741.0736981079392
1198,2022-07-17,458,Consumer,Male,63,East,Clothing,Product C,2,2959,0.05,Cash,5622.099999999999,1377.7451373089727
1199,2022-07-18,347,Home Office,Female,59,North,Electronics,Product C,1,2975,0.07,Net Banking,2766.75,528.120307862361
1200,2022-07-19,451,Corporate,Female,59,North,Furniture,Product B,1,3687,0.07,Net Banking,3428.91,659.8537677849388
1201,2022-07-20,346,Corporate,Male,56,South,Furniture,Product B,3,4050,0.01,UPI,12028.5,829.209605982964
1202,2022-07-21,347,Consumer,Female,33,East,Clothing,Product B,1,2727,0.18,Cash,2236.1400000000003,439.2218897390629
1203,2022-07-22,398,Corporate,Female,50,East,Furniture,Product C,3,1090,0.2,Card,2616.0,517.6249550022156
1204,2022-07-23,327,Home Office,Female,38,West,Clothing,Product B,3,2265,0.18,UPI,5571.900000000001,1013.8016536119828
1205,2022-07-24,238,Home Office,Female,26,West,Clothing,Product A,1,1388,0.02,Card,1360.24,130.15763745362992
1206,2022-07-25,328,Corporate,Female,23,West,Furniture,Product A,5,4497,0.02,Net Banking,22035.3,2966.110823385934
1207,2022-07-26,466,Corporate,Female,62,South,Furniture,Product A,3,940,0.06,Net Banking,2650.7999999999997,581.2019252076486
1208,2022-07-27,350,Consumer,Female,52,South,Clothing,Product C,1,1569,0.09,Card,1427.79,262.7709368712506
1209,2022-07-28,497,Corporate,Male,56,West,Furniture,Product A,5,1589,0.24,Net Banking,6038.2,1186.830955899282
1210,2022-07-29,298,Consumer,Male,39,East,Electronics,Product C,3,2200,0.05,Net Banking,6270.0,1050.0674977577644
1211,2022-07-30,462,Consumer,Female,58,South,Furniture,Product C,5,1671,0.01,UPI,8271.45,1157.3191150446241
1212,2022-07-31,451,Home Office,Male,22,East,Furniture,Product A,4,1736,0.12,Card,6110.72,1233.206859791456
1213,2022-08-01,343,Home Office,Male,59,East,Electronics,Product B,4,518,0.12,UPI,1823.36,115.93864257658916
1214,2022-08-02,311,Home Office,Female,40,North,Furniture,Product C,5,2464,0.14,Card,10595.2,1956.214519190691
1215,2022-08-03,259,Home Office,Male,34,West,Furniture,Product A,3,2094,0.25,UPI,4711.5,1175.2408077476948
1216,2022-08-04,201,Corporate,Female,29,North,Clothing,Product C,1,3911,0.03,Cash,3793.67,781.6416434129976
1217,2022-08-05,453,Home Office,Female,40,West,Furniture,Product B,2,3022,0.21,Cash,4774.76,516.2122065079142
1218,2022-08-06,339,Corporate,Female,33,West,Furniture,Product B,1,4708,0.1,Card,4237.2,447.29535259312775
1219,2022-08-07,236,Home Office,Male,20,East,Electronics,Product A,2,1475,0.09,Cash,2684.5,492.4546720276282
1220,2022-08-08,359,Corporate,Male,47,West,Clothing,Product C,2,3283,0.28,UPI,4727.5199999999995,1083.4097834185934
1221,2022-08-09,208,Consumer,Male,39,East,Clothing,Product C,3,600,0.07,Card,1674.0,277.19757323585776
1222,2022-08-10,432,Corporate,Male,26,East,Clothing,Product C,5,923,0.19,Cash,3738.15,581.2092719569507
1223,2022-08-11,298,Corporate,Female,46,West,Furniture,Product C,1,2529,0.08,Cash,2326.6800000000003,190.96651130627865
1224,2022-08-12,346,Home Office,Female,64,East,Clothing,Product A,5,1335,0.15,Card,5673.75,1095.5522800945519
1225,2022-08-13,407,Corporate,Male,54,East,Electronics,Product B,4,2970,0.24,Cash,9028.8,1719.6227553973174
1226,2022-08-14,330,Consumer,Female,40,East,Clothing,Product A,3,467,0.26,Cash,1036.74,252.33243729763865
1227,2022-08-15,351,Consumer,Female,30,South,Electronics,Product C,3,769,0.25,Card,1730.25,190.39400537897518
1228,2022-08-16,253,Home Office,Male,49,East,Clothing,Product C,4,2756,0.17,Cash,9149.92,1841.7791186249613
1229,2022-08-17,319,Consumer,Female,63,South,Clothing,Product B,1,2173,0.07,Cash,2020.8899999999999,276.4841291403353
1230,2022-08-18,360,Corporate,Male,64,South,Electronics,Product C,4,745,0.2,Cash,2384.0,385.47982704257316
